入国時年齢,性別,職種関係,職種,所在地(実習先)(都道府県),所在地(実習先)(市区町村),派遣会社,学校所属,組合,所属機関,失踪の有無
22.0,男,建設関係,建築大工,北海道,旭川市,"SUT ZAI CO.,LTD",ヤンゴン学校,ウエストワード協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,男,建設関係,建築大工,北海道,旭川市,"SUT ZAI CO.,LTD",ヤンゴン学校,ウエストワード協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,男,建設関係,建築大工,北海道,旭川市,"SUT ZAI CO.,LTD",マンダレー校,ウエストワード協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,男,その他,塗装,茨城県,大分市,"SUT ZAI CO.,LTD",ヤンゴン学校,健康生活事業協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,男,その他,塗装,茨城県,大分市,"SUT ZAI CO.,LTD",ヤンゴン学校,健康生活事業協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,男,その他,塗装,茨城県,大分市,"SUT ZAI CO.,LTD",ヤンゴン学校,健康生活事業協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,男,その他,塗装,茨城県,大分市,"SUT ZAI CO.,LTD",ヤンゴン学校,健康生活事業協同組合,MAY KINN SAN COMPANY LIMITED,1
24.0,女,その他,介護,群馬県,佐波郡玉村町,"SUT ZAI CO.,LTD",ヤンゴン学校,れいめい事業協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,女,その他,介護,群馬県,佐波郡玉村町,"SUT ZAI CO.,LTD",ヤンゴン学校,れいめい事業協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,その他,介護,群馬県,佐波郡玉村町,"SUT ZAI CO.,LTD",KP日本語学校,れいめい事業協同組合,MAY KINN SAN COMPANY LIMITED,1
23.0,女,その他,介護,群馬県,佐波郡玉村町,"SUT ZAI CO.,LTD",KP日本語学校,れいめい事業協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,女,その他,介護,群馬県,佐波郡玉村町,"SUT ZAI CO.,LTD",KP日本語学校,れいめい事業協同組合,MAY KINN SAN COMPANY LIMITED,1
26.0,男,建設関係,建築大工,福岡県,朝倉市,"SUT ZAI CO.,LTD",MK日本語学校,九州産業振興協同組合,MAY KINN SAN COMPANY LIMITED,1
28.0,男,機械・金属関係,仕上げ,神奈川県,藤沢市,"SUT ZAI CO.,LTD",マンダレー校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,男,機械・金属関係,仕上げ,神奈川県,藤沢市,"SUT ZAI CO.,LTD",マンダレー校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,男,機械・金属関係,仕上げ,神奈川県,藤沢市,"SUT ZAI CO.,LTD",MK日本語学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,男,機械・金属関係,仕上げ,神奈川県,藤沢市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,男,機械・金属関係,仕上げ,神奈川県,藤沢市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,男,機械・金属関係,仕上げ,神奈川県,藤沢市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,男,機械・金属関係,仕上げ,神奈川県,藤沢市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
29.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",MK日本語学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,女,その他,介護,鹿児島県,鹿児島市,"SUT ZAI CO.,LTD",ヤンゴン学校,れいめい事業協同組合,MAY KINN SAN COMPANY LIMITED,0
30.0,女,その他,介護,鹿児島県,鹿児島市,"SUT ZAI CO.,LTD",ヤンゴン学校,れいめい事業協同組合,MAY KINN SAN COMPANY LIMITED,1
32.0,女,その他,介護,鹿児島県,鹿児島市,"SUT ZAI CO.,LTD",ヤンゴン学校,れいめい事業協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",MK日本語学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
27.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,女,食品製造関係,そう菜製造業,宮城県,登米市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
27.0,女,食品製造関係,そう菜製造業,宮城県,登米市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
28.0,女,食品製造関係,そう菜製造業,宮城県,登米市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,農業・林業関係,耕種農業,北海道,旭川市,"SUT ZAI CO.,LTD",ヤンゴン学校,ウエストワード協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,女,農業・林業関係,耕種農業,北海道,旭川市,"SUT ZAI CO.,LTD",ヤンゴン学校,ウエストワード協同組合,MAY KINN SAN COMPANY LIMITED,0
28.0,男,建設関係,建設機械施工,千葉県,千葉市,"SUT ZAI CO.,LTD",ヤンゴン学校,ウエストワード協同組合,MAY KINN SAN COMPANY LIMITED,0
28.0,男,建設関係,建設機械施工,千葉県,千葉市,"SUT ZAI CO.,LTD",ヤンゴン学校,ウエストワード協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,男,建設関係,建設機械施工,千葉県,千葉市,"SUT ZAI CO.,LTD",ヤンゴン学校,ウエストワード協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,男,建設関係,建設機械施工,鹿児島県,鹿児島市,"SUT ZAI CO.,LTD",ヤンゴン学校,れいめい事業協同組合,MAY KINN SAN COMPANY LIMITED,1
24.0,男,建設関係,建設機械施工,鹿児島県,鹿児島市,"SUT ZAI CO.,LTD",ヤンゴン学校,れいめい事業協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,男,建設関係,建設機械施工,鹿児島県,鹿児島市,"SUT ZAI CO.,LTD",ヤンゴン学校,れいめい事業協同組合,MAY KINN SAN COMPANY LIMITED,1
22.0,男,建設関係,建設機械施工,鹿児島県,鹿児島市,"SUT ZAI CO.,LTD",ヤンゴン学校,れいめい事業協同組合,MAY KINN SAN COMPANY LIMITED,1
23.0,男,建設関係,建設機械施工,鹿児島県,鹿児島市,"SUT ZAI CO.,LTD",ヤンゴン学校,れいめい事業協同組合,MAY KINN SAN COMPANY LIMITED,1
27.0,女,その他,介護,鹿児島県,鹿屋市,"SUT ZAI CO.,LTD",MW日本語学校,れいめい事業協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,女,その他,介護,鹿児島県,鹿屋市,"SUT ZAI CO.,LTD",ヤンゴン学校,れいめい事業協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,その他,介護,鹿児島県,鹿屋市,"SUT ZAI CO.,LTD",KP日本語学校,れいめい事業協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,その他,介護,鹿児島県,鹿屋市,"SUT ZAI CO.,LTD",KP日本語学校,れいめい事業協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",MK日本語学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,女,食品製造関係,そう菜製造業,青森県,弘前市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,食品製造関係,そう菜製造業,青森県,弘前市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,食品製造関係,そう菜製造業,青森県,弘前市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,食品製造関係,そう菜製造業,青森県,弘前市,"SUT ZAI CO.,LTD",MK日本語学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,男,建設関係,防水施工,東京都,江戸川区,"SUT ZAI CO.,LTD",ヤンゴン学校,健康生活事業協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,男,建設関係,防水施工,東京都,江戸川区,"SUT ZAI CO.,LTD",MW日本語学校,健康生活事業協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,男,建設関係,防水施工,東京都,江戸川区,"SUT ZAI CO.,LTD",ヤンゴン学校,健康生活事業協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,農業・林業関係,耕種農業,宮城県,南三陸町,"SUT ZAI CO.,LTD",MAY日本語学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,農業・林業関係,耕種農業,宮城県,南三陸町,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,農業・林業関係,耕種農業,宮城県,南三陸町,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,男,建設関係,建築大工,北海道,旭川市,"SUT ZAI CO.,LTD",KP日本語学校,ウエストワード協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,男,建設関係,建築大工,北海道,旭川市,"SUT ZAI CO.,LTD",ヤンゴン学校,ウエストワード協同組合,MAY KINN SAN COMPANY LIMITED,0
18.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",MW日本語学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,機械・金属関係,仕上げ,愛知県,豊田市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",MK日本語学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
28.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
27.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
27.0,女,その他,介護,鹿児島県,南九州市,"SUT ZAI CO.,LTD",KP日本語学校,れいめい事業協同組合,MAY KINN SAN COMPANY LIMITED,0
31.0,女,その他,介護,鹿児島県,南九州市,"SUT ZAI CO.,LTD",ヤンゴン学校,れいめい事業協同組合,MAY KINN SAN COMPANY LIMITED,0
28.0,女,その他,介護,鹿児島県,南九州市,"SUT ZAI CO.,LTD",ヤンゴン学校,れいめい事業協同組合,MAY KINN SAN COMPANY LIMITED,0
27.0,女,移行対象外,洗濯業,福岡県,久留米市,"SUT ZAI CO.,LTD",ヤンゴン学校,九州産業振興協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,移行対象外,洗濯業,福岡県,久留米市,"SUT ZAI CO.,LTD",ヤンゴン学校,九州産業振興協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,男,食品製造関係,そう菜製造業,山梨県,甲府市,"SUT ZAI CO.,LTD",KP日本語学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
28.0,男,食品製造関係,そう菜製造業,山梨県,甲府市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,男,食品製造関係,そう菜製造業,山梨県,甲府市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,男,食品製造関係,そう菜製造業,山梨県,甲府市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,男,食品製造関係,そう菜製造業,山梨県,甲府市,"SUT ZAI CO.,LTD",MW日本語学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,男,食品製造関係,そう菜製造業,山梨県,甲府市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,女,機械・金属関係,電子機器組立て,鳥取県,米子市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,男,機械・金属関係,鍛造,茨城県,筑西市,"TOP COMET CO.,LTD",組合様紹介,健康生活事業協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,機械・金属関係,電子機器組立て,福島県,福島市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,機械・金属関係,電子機器組立て,福島県,福島市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,機械・金属関係,電子機器組立て,福島県,福島市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,女,機械・金属関係,電子機器組立て,福島県,福島市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,機械・金属関係,電子機器組立て,福島県,福島市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,機械・金属関係,電子機器組立て,福島県,福島市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,機械・金属関係,電子機器組立て,福島県,福島市,"SUT ZAI CO.,LTD",MW日本語学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,機械・金属関係,電子機器組立て,福島県,福島市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,機械・金属関係,電子機器組立て,福島県,福島市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,機械・金属関係,電子機器組立て,福島県,福島市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
27.0,女,移行対象外,洗濯業,福岡県,久留米市,"SUT ZAI CO.,LTD",ヤンゴン学校,九州産業振興協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,女,移行対象外,洗濯業,福岡県,久留米市,"SUT ZAI CO.,LTD",ヤンゴン学校,九州産業振興協同組合,MAY KINN SAN COMPANY LIMITED,0
27.0,男,食品製造関係,そう菜製造業,北海道,函館市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,食品製造関係,水産練り製品製造,宮城県,塩竈市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,食品製造関係,水産練り製品製造,宮城県,塩竈市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,食品製造関係,水産練り製品製造,宮城県,塩竈市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
27.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,女,食品製造関係,そう菜製造業,兵庫県,姫路市,"SUT ZAI CO.,LTD",CB日本語学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,食品製造関係,そう菜製造業,兵庫県,姫路市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,女,食品製造関係,そう菜製造業,兵庫県,姫路市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,食品製造関係,そう菜製造業,兵庫県,姫路市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,女,食品製造関係,そう菜製造業,兵庫県,姫路市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,食品製造関係,そう菜製造業,兵庫県,姫路市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,その他,介護,山口県,下関市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,その他,介護,山口県,下関市,"SUT ZAI CO.,LTD",KP日本語学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,男,移行対象外,物流倉庫管理,埼玉県,桶川市,"MYANMAR UNITED SK CO.,LTD",ヤンゴン学校,西日本海外業務支援協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,男,移行対象外,物流倉庫管理,埼玉県,桶川市,"MYANMAR UNITED SK CO.,LTD",ヤンゴン学校,西日本海外業務支援協同組合,MAY KINN SAN COMPANY LIMITED,0
